time,seasonalEstimate,close,MA50,MA_diff_50
1991-10-15 22:00:00+00:00,1.9594969615451427,2.001,1.6507800000000001,0.014300000000000201
1991-10-16 22:00:00+00:00,1.9547879315916512,2.014,1.66518,0.014399999999999968
1991-10-17 22:00:00+00:00,1.9604296469233837,2.025,1.67982,0.014639999999999986
1991-10-20 22:00:00+00:00,1.9788950025238363,2.013,1.6943199999999998,0.014499999999999735
1991-10-21 22:00:00+00:00,2.0298175323359966,1.91,1.7067400000000001,0.01242000000000032
1991-10-22 22:00:00+00:00,2.044256486988167,1.889,1.7187800000000002,0.01204000000000005
1991-10-23 22:00:00+00:00,2.039074735444017,2.069,1.7345000000000002,0.015719999999999956
1991-10-24 22:00:00+00:00,2.0539464914259935,2.081,1.75036,0.015859999999999763
1991-10-27 23:00:00+00:00,2.0495077266025006,2.106,1.76692,0.01656000000000013
1991-10-28 23:00:00+00:00,2.1089564762636885,2.092,1.78288,0.015959999999999974
1991-10-29 23:00:00+00:00,2.086208408244887,2.065,1.79832,0.015439999999999898
1991-10-30 23:00:00+00:00,2.0847653217429714,2.046,1.8130000000000002,0.014680000000000248
1991-10-31 23:00:00+00:00,2.090280519561038,2.083,1.8251400000000002,0.01214000000000004
1991-11-03 23:00:00+00:00,2.0957661875266584,2.12,1.8370999999999997,0.011959999999999527
1991-11-04 23:00:00+00:00,2.071,2.071,1.8466600000000002,0.009560000000000457
1991-11-05 23:00:00+00:00,2.063,2.063,1.8563999999999998,0.009739999999999638
1991-11-06 23:00:00+00:00,2.082,2.082,1.86648,0.010080000000000089
1991-11-07 23:00:00+00:00,2.082,2.082,1.8766999999999998,0.010219999999999896
1991-11-10 23:00:00+00:00,2.0700000000000003,2.07,1.8868200000000002,0.010120000000000351
1991-11-11 23:00:00+00:00,2.0711336128904825,2.055,1.8967999999999998,0.009979999999999656
1991-11-12 23:00:00+00:00,2.045465809124694,2.04,1.90624,0.009440000000000115
1991-11-13 23:00:00+00:00,2.0567009966864798,2.0,1.9143800000000002,0.008140000000000258
1991-11-14 23:00:00+00:00,2.0508453818949195,2.04,1.9228399999999999,0.00845999999999969
1991-11-17 23:00:00+00:00,2.0663464590455805,2.001,1.93028,0.007440000000000113
1991-11-18 23:00:00+00:00,2.0185227934906553,1.91,1.93482,0.0045399999999999885
1991-11-19 23:00:00+00:00,2.0136565255109717,2.066,1.94356,0.00873999999999997
1991-11-20 23:00:00+00:00,1.9932421718459492,2.089,1.95342,0.00985999999999998
1991-11-21 23:00:00+00:00,2.02649829561147,2.086,1.96334,0.009920000000000151
1991-11-24 23:00:00+00:00,2.02442679489524,2.078,1.9729999999999999,0.00965999999999978
1991-11-25 23:00:00+00:00,2.055343622880682,2.066,1.98236,0.009360000000000035
1991-11-26 23:00:00+00:00,2.039429289486922,2.105,1.99226,0.00990000000000002
1991-11-28 23:00:00+00:00,2.0394616839014152,2.09,2.00066,0.008399999999999963
1991-12-01 23:00:00+00:00,2.0287748785547124,2.1,2.00782,0.007160000000000277
1991-12-02 23:00:00+00:00,2.0430182221037274,2.102,2.01148,0.0036599999999999966
1991-12-03 23:00:00+00:00,2.1024155280998786,2.083,2.01536,0.0038799999999996615
1991-12-04 23:00:00+00:00,2.1139740317423423,2.024,2.01786,0.002500000000000391
1991-12-05 23:00:00+00:00,2.1053276843602275,1.979,2.01908,0.0012199999999999989
1991-12-08 23:00:00+00:00,2.1109054540552075,1.939,2.01946,0.0003799999999998249
1991-12-09 23:00:00+00:00,2.1043308594814927,1.93,2.0193600000000003,-9.999999999976694e-05
1991-12-10 23:00:00+00:00,1.9360202639240542,1.851,2.01824,-0.001120000000000232
1991-12-11 23:00:00+00:00,1.9254761683807375,1.873,2.01782,-0.00042000000000008697
1991-12-12 23:00:00+00:00,1.9256315553363148,1.836,2.01672,-0.001100000000000101
1991-12-15 23:00:00+00:00,1.9427202180998495,1.834,2.01532,-0.0013999999999998458
1991-12-16 23:00:00+00:00,1.9308686319496926,1.825,2.01356,-0.0017599999999999838
1991-12-17 23:00:00+00:00,1.7959371257585455,1.765,2.01,-0.0035600000000002296
1991-12-18 23:00:00+00:00,1.7550152307237374,1.708,2.00476,-0.005239999999999689
1991-12-19 23:00:00+00:00,1.7202086734756465,1.453,1.99466,-0.010099999999999998
1991-12-22 23:00:00+00:00,1.712521274340962,1.397,1.9835000000000003,-0.011159999999999837
1991-12-23 23:00:00+00:00,1.701648287867385,1.4,1.9718600000000002,-0.011640000000000095
1991-12-25 23:00:00+00:00,1.4248995500480885,1.381,1.95976,-0.012100000000000222
1991-12-26 23:00:00+00:00,1.4284195395236103,1.378,1.9472999999999998,-0.012460000000000138
1991-12-29 23:00:00+00:00,1.4343232269707802,1.38,1.9346199999999998,-0.012680000000000025
1991-12-30 23:00:00+00:00,1.4455114322620557,1.38,1.9217199999999999,-0.012899999999999912
1992-01-01 23:00:00+00:00,1.4254003982652352,1.305,1.90756,-0.01415999999999995
1992-01-02 23:00:00+00:00,1.2974382511672784,1.299,1.89534,-0.012219999999999898
1992-01-05 23:00:00+00:00,1.3009892890020076,1.278,1.88312,-0.01222000000000012
1992-01-06 23:00:00+00:00,1.2815642307319488,1.304,1.8678199999999998,-0.015300000000000091
1992-01-07 23:00:00+00:00,1.2685245285695728,1.29,1.852,-0.015819999999999723
1992-01-08 23:00:00+00:00,1.2586254181211156,1.259,1.83506,-0.016940000000000177
1992-01-09 23:00:00+00:00,1.2753805605212585,1.206,1.8173400000000002,-0.017719999999999736
1992-01-12 23:00:00+00:00,1.2771713491688053,1.234,1.80072,-0.01662000000000008
1992-01-13 23:00:00+00:00,1.2883098637391315,1.247,1.78474,-0.015980000000000105
1992-01-14 23:00:00+00:00,1.3057200202608972,1.294,1.7689599999999999,-0.015780000000000127
1992-01-15 23:00:00+00:00,1.307434765702242,1.35,1.7535600000000002,-0.015399999999999636
1992-01-16 23:00:00+00:00,1.316912755121716,1.246,1.7370599999999998,-0.016500000000000403
1992-01-19 23:00:00+00:00,1.334910250255172,1.227,1.7203400000000002,-0.016719999999999624
1992-01-20 23:00:00+00:00,1.3370892968349624,1.228,1.70326,-0.017080000000000206
1992-01-21 23:00:00+00:00,1.3196519358796253,1.149,1.6846,-0.0186599999999999
1992-01-22 23:00:00+00:00,1.3012154215931384,1.075,1.6647,-0.01990000000000003
1992-01-23 23:00:00+00:00,1.0875784102257977,1.168,1.64696,-0.01774000000000009
1992-01-26 23:00:00+00:00,1.087493997215987,1.218,1.63052,-0.01644000000000001
1992-01-27 23:00:00+00:00,1.0961843060578726,1.181,1.61414,-0.01638000000000006
1992-01-28 23:00:00+00:00,1.0995849661054335,1.18,1.5969400000000002,-0.01719999999999966
1992-01-29 23:00:00+00:00,1.0967100593039136,1.166,1.58024,-0.01670000000000016
1992-01-30 23:00:00+00:00,1.1623251300597768,1.18,1.56564,-0.014600000000000168
1992-02-02 23:00:00+00:00,1.168608569299154,1.176,1.5478399999999999,-0.017800000000000038
1992-02-03 23:00:00+00:00,1.1740399024754262,1.198,1.5300200000000002,-0.017819999999999725
1992-02-04 23:00:00+00:00,1.1699902057448828,1.189,1.51208,-0.017940000000000067
1992-02-05 23:00:00+00:00,1.1756308354792648,1.183,1.49418,-0.017900000000000027
1992-02-06 23:00:00+00:00,1.1862325992244136,1.19,1.4766599999999999,-0.017520000000000202
1992-02-09 23:00:00+00:00,1.187989387942268,1.196,1.4584799999999998,-0.018180000000000085
1992-02-10 23:00:00+00:00,1.1822324305876053,1.13,1.43928,-0.019199999999999884
1992-02-11 23:00:00+00:00,1.1804612077822811,1.136,1.42,-0.019279999999999964
1992-02-12 23:00:00+00:00,1.1864844216201471,1.115,1.4002599999999998,-0.01974000000000009
1992-02-13 23:00:00+00:00,1.1127716630327729,1.079,1.38018,-0.020079999999999876
1992-02-17 23:00:00+00:00,1.1303909778206291,1.081,1.3613199999999999,-0.0188600000000001
1992-02-18 23:00:00+00:00,1.1267917979896176,1.139,1.34452,-0.016799999999999926
1992-02-19 23:00:00+00:00,1.1178991094273305,1.145,1.32864,-0.015879999999999894
1992-02-20 23:00:00+00:00,1.1302423424904826,1.186,1.3137599999999998,-0.014880000000000226
1992-02-23 23:00:00+00:00,1.1937384114960887,1.175,1.30024,-0.013519999999999754
1992-02-24 23:00:00+00:00,1.1845522380490154,1.18,1.28638,-0.013859999999999983
1992-02-25 23:00:00+00:00,1.1962935968179624,1.18,1.2732599999999998,-0.013120000000000243
1992-02-26 23:00:00+00:00,1.1970751227506786,1.156,1.2596999999999998,-0.013560000000000016
1992-02-27 23:00:00+00:00,1.2060305644947633,1.171,1.24662,-0.013079999999999758
1992-03-01 23:00:00+00:00,1.1641367756909675,1.166,1.23464,-0.011980000000000102
1992-03-02 23:00:00+00:00,1.1680434445258645,1.167,1.2238200000000001,-0.01081999999999983
1992-03-03 23:00:00+00:00,1.172264466294184,1.191,1.21858,-0.0052400000000001334
1992-03-04 23:00:00+00:00,1.1684198255895828,1.18,1.21424,-0.0043400000000000105
1992-03-05 23:00:00+00:00,1.1634526636562665,1.165,1.20954,-0.0046999999999999265
1992-03-08 23:00:00+00:00,1.184885709602785,1.18,1.2055200000000001,-0.0040199999999999125
1992-03-09 23:00:00+00:00,1.177113232713285,1.188,1.20172,-0.0038000000000002476
1992-03-10 23:00:00+00:00,1.1959655400256683,1.184,1.1978,-0.0039199999999999235
1992-03-11 23:00:00+00:00,1.2076728492767617,1.197,1.19414,-0.0036599999999999966
1992-03-12 23:00:00+00:00,1.212875183589295,1.212,1.19228,-0.0018599999999999728
1992-03-15 23:00:00+00:00,1.227,1.227,1.19084,-0.0014400000000001079
1992-03-16 23:00:00+00:00,1.245,1.245,1.19018,-0.0006599999999998829
1992-03-17 23:00:00+00:00,1.247,1.247,1.18904,-0.0011399999999999189
1992-03-18 23:00:00+00:00,1.253,1.253,1.1883,-0.000740000000000185
1992-03-19 23:00:00+00:00,1.268,1.268,1.1884800000000002,0.00018000000000029104
1992-03-22 23:00:00+00:00,1.2928362087866143,1.346,1.19128,0.0027999999999996916
1992-03-23 23:00:00+00:00,1.2892318743545716,1.281,1.1922199999999998,0.0009399999999999409
1992-03-24 23:00:00+00:00,1.2775521650338033,1.379,1.1948599999999998,0.0026399999999999757
1992-03-25 23:00:00+00:00,1.2891961919749344,1.322,1.19542,0.000560000000000116
1992-03-26 23:00:00+00:00,1.3117642903473183,1.326,1.19494,-0.00048000000000003595
1992-03-29 23:00:00+00:00,1.3310060061432372,1.332,1.19666,0.0017200000000001658
1992-03-30 23:00:00+00:00,1.3270849293187812,1.357,1.19926,0.0025999999999999357
1992-03-31 23:00:00+00:00,1.3311565056711419,1.381,1.20232,0.0030600000000000627
1992-04-01 23:00:00+00:00,1.335016706805733,1.352,1.20638,0.0040599999999999525
1992-04-02 23:00:00+00:00,1.329084237407154,1.319,1.21126,0.0048799999999999955
1992-04-05 22:00:00+00:00,1.329568988132833,1.315,1.2142,0.0029399999999999427
1992-04-06 22:00:00+00:00,1.3292999074318983,1.282,1.2154800000000001,0.0012800000000001699
1992-04-07 22:00:00+00:00,1.3333868771922541,1.305,1.2179600000000002,0.0024800000000000377
1992-04-08 22:00:00+00:00,1.3328238891644055,1.31,1.22056,0.0025999999999999357
1992-04-09 22:00:00+00:00,1.3414924008178608,1.294,1.22312,0.0025599999999998957
1992-04-12 22:00:00+00:00,1.3035548341615402,1.27,1.22492,0.0018000000000000238
1992-04-13 22:00:00+00:00,1.2976198796942204,1.276,1.22692,0.0020000000000000018
1992-04-14 22:00:00+00:00,1.3093385653493779,1.34,1.22976,0.0028399999999999537
1992-04-15 22:00:00+00:00,1.3165384561449578,1.361,1.2331999999999999,0.0034399999999998876
1992-04-19 22:00:00+00:00,1.3067682356256518,1.417,1.2378799999999999,0.0046800000000000175
1992-04-20 22:00:00+00:00,1.4234913810867973,1.468,1.2434399999999999,0.005560000000000009
1992-04-21 22:00:00+00:00,1.4347125604985984,1.571,1.2509400000000002,0.007500000000000284
1992-04-22 22:00:00+00:00,1.424740033365668,1.45,1.25734,0.006399999999999739
1992-04-23 22:00:00+00:00,1.4014213720004638,1.386,1.26234,0.0050000000000001155
1992-04-26 22:00:00+00:00,1.4209671823635197,1.383,1.2677,0.005360000000000031
1992-04-27 22:00:00+00:00,1.3891504328405022,1.409,1.2743,0.006599999999999939
1992-04-28 22:00:00+00:00,1.38442005517259,1.45,1.2816800000000002,0.007380000000000164
1992-04-29 22:00:00+00:00,1.3759411628130989,1.422,1.2873400000000002,0.005659999999999998
1992-04-30 22:00:00+00:00,1.371422830436419,1.431,1.2930599999999999,0.005719999999999725
1992-05-03 22:00:00+00:00,1.357029125915941,1.458,1.2985,0.005440000000000111
1992-05-04 22:00:00+00:00,1.466190432293403,1.529,1.30558,0.007079999999999975
1992-05-05 22:00:00+00:00,1.4522324986892048,1.496,1.3119,0.006320000000000103
1992-05-06 22:00:00+00:00,1.4647611042755904,1.484,1.31798,0.006079999999999863
1992-05-07 22:00:00+00:00,1.4734414169981709,1.475,1.3243599999999998,0.00637999999999983
1992-05-10 22:00:00+00:00,1.469938093147348,1.49,1.33074,0.006380000000000274
1992-05-11 22:00:00+00:00,1.4888874316822058,1.543,1.3382800000000001,0.007540000000000102
1992-05-12 22:00:00+00:00,1.499697924457648,1.562,1.3461800000000002,0.007900000000000018
1992-05-13 22:00:00+00:00,1.4903423721561189,1.623,1.35482,0.008639999999999759
1992-05-14 22:00:00+00:00,1.5019667149573743,1.657,1.3643599999999998,0.009539999999999882
1992-05-17 22:00:00+00:00,1.491604145597971,1.678,1.3746200000000002,0.01026000000000038
1992-05-18 22:00:00+00:00,1.6706995332892347,1.751,1.38604,0.011419999999999764
1992-05-19 22:00:00+00:00,1.6916761003770628,1.788,1.39804,0.01200000000000001
1992-05-20 22:00:00+00:00,1.6718267112435627,1.53,1.4049599999999998,0.006919999999999815
1992-05-21 22:00:00+00:00,1.662907081562962,1.545,1.4119199999999998,0.006960000000000077
1992-05-25 22:00:00+00:00,1.6726648469932026,1.63,1.4202800000000002,0.008360000000000367
1992-05-26 22:00:00+00:00,1.6056078570352157,1.59,1.4275399999999998,0.0072599999999996
1992-05-27 22:00:00+00:00,1.6319771110203176,1.617,1.43498,0.007440000000000113
1992-05-28 22:00:00+00:00,1.608014649169613,1.625,1.44254,0.007560000000000011
1992-05-31 22:00:00+00:00,1.6201176001592508,1.66,1.4506799999999997,0.008139999999999814
1992-06-01 22:00:00+00:00,1.601786655634205,1.652,1.4583599999999999,0.007680000000000131
1992-06-02 22:00:00+00:00,1.6331764590376392,1.586,1.46316,0.0048000000000001375
1992-06-03 22:00:00+00:00,1.6412892990108787,1.609,1.4697200000000001,0.006560000000000121
1992-06-04 22:00:00+00:00,1.622481934791596,1.653,1.4751999999999998,0.005479999999999707
1992-06-07 22:00:00+00:00,1.644703049113326,1.625,1.4812599999999998,0.006059999999999954
1992-06-08 22:00:00+00:00,1.652204804765516,1.634,1.48742,0.006160000000000165
1992-06-09 22:00:00+00:00,1.6411205809891085,1.619,1.49316,0.005740000000000078
1992-06-10 22:00:00+00:00,1.627597517837346,1.592,1.4978599999999997,0.004699999999999704
1992-06-11 22:00:00+00:00,1.649219265352855,1.535,1.5009400000000002,0.0030800000000004157
1992-06-14 22:00:00+00:00,1.645725457397008,1.563,1.5051600000000003,0.0042200000000001125
1992-06-15 22:00:00+00:00,1.6507834596113409,1.603,1.51084,0.005679999999999685
1992-06-16 22:00:00+00:00,1.5875713641498892,1.605,1.5166400000000002,0.005800000000000249
1992-06-17 22:00:00+00:00,1.5854784685483443,1.591,1.52282,0.006179999999999852
1992-06-18 22:00:00+00:00,1.5865443720298587,1.556,1.5278399999999999,0.005019999999999802
1992-06-21 22:00:00+00:00,1.5809152857387843,1.545,1.53254,0.0047000000000001485
1992-06-22 22:00:00+00:00,1.5799225197487188,1.483,1.5363200000000001,0.0037800000000001166
1992-06-23 22:00:00+00:00,1.4763581877099705,1.521,1.5413400000000002,0.0050200000000000244
1992-06-24 22:00:00+00:00,1.5112818841090692,1.53,1.54642,0.005079999999999751
1992-06-25 22:00:00+00:00,1.4759824214976045,1.519,1.55,0.0035800000000001386
1992-06-28 22:00:00+00:00,1.484895219929886,1.508,1.5529400000000002,0.0029400000000001647
1992-06-29 22:00:00+00:00,1.4743382974278334,1.518,1.5549600000000001,0.0020199999999999108
1992-06-30 22:00:00+00:00,1.5271139173739188,1.551,1.5566199999999997,0.0016599999999995507
1992-07-01 22:00:00+00:00,1.5171104742185093,1.579,1.55678,0.00016000000000038206
1992-07-05 22:00:00+00:00,1.527730027891706,1.577,1.5593199999999998,0.0025399999999997647
1992-07-06 22:00:00+00:00,1.5219023958503397,1.595,1.5635,0.0041800000000000725
1992-07-07 22:00:00+00:00,1.5225865317520093,1.63,1.5684399999999998,0.0049399999999999444
1992-07-08 22:00:00+00:00,1.6520816263002696,1.639,1.57304,0.0046000000000001595
1992-07-09 22:00:00+00:00,1.6460716308993857,1.653,1.5770999999999997,0.0040599999999997305
1992-07-12 22:00:00+00:00,1.64530869718492,1.722,1.5831,0.006000000000000227
1992-07-13 22:00:00+00:00,1.6404545730117108,1.692,1.58832,0.005220000000000002
1992-07-14 22:00:00+00:00,1.649606141489762,1.727,1.5937000000000001,0.005380000000000162
1992-07-15 22:00:00+00:00,1.7203300187208261,1.703,1.5971800000000003,0.0034800000000001496
1992-07-16 22:00:00+00:00,1.7387834803940758,1.714,1.60154,0.0043599999999996975
1992-07-19 22:00:00+00:00,1.727503512669916,1.749,1.60684,0.005300000000000082
1992-07-20 22:00:00+00:00,1.742314088491111,1.77,1.61274,0.005900000000000016
1992-07-21 22:00:00+00:00,1.7326265028314398,1.809,1.6191200000000001,0.006380000000000052
1992-07-22 22:00:00+00:00,1.8002255802059146,1.795,1.62416,0.005039999999999933
1992-07-23 22:00:00+00:00,1.8203362570268093,1.794,1.6288,0.0046399999999999775
1992-07-26 22:00:00+00:00,1.863395147893185,1.856,1.6334600000000001,0.0046600000000001085
1992-07-27 22:00:00+00:00,1.8408558947703035,1.838,1.6370800000000003,0.0036200000000001786
1992-07-28 22:00:00+00:00,1.8268695765538336,1.88,1.64112,0.0040399999999995995
1992-07-29 22:00:00+00:00,1.8770319815200043,1.932,1.64474,0.0036200000000001786
1992-07-30 22:00:00+00:00,1.871093955600759,1.892,1.64682,0.0020799999999998597
1992-08-02 22:00:00+00:00,1.8496795830473185,1.857,1.6533600000000002,0.006540000000000212
1992-08-03 22:00:00+00:00,1.8543378723828081,1.861,1.6596800000000003,0.006320000000000103
1992-08-04 22:00:00+00:00,1.8951568743434384,1.851,1.6641,0.0044199999999996464
1992-08-05 22:00:00+00:00,1.8607562135308224,1.877,1.66984,0.005740000000000078
1992-08-06 22:00:00+00:00,1.8622064009978652,1.889,1.6752799999999999,0.005439999999999889
1992-08-09 22:00:00+00:00,1.9209058549736853,1.924,1.68126,0.005980000000000096
1992-08-10 22:00:00+00:00,1.9487021064833916,1.922,1.6865,0.0052400000000001334
1992-08-11 22:00:00+00:00,1.9141859902053633,1.911,1.69168,0.005179999999999962
1992-08-12 22:00:00+00:00,1.920651884659367,1.853,1.69702,0.0053399999999999
1992-08-13 22:00:00+00:00,1.95422976732437,1.832,1.7014799999999999,0.0044599999999999085
1992-08-16 22:00:00+00:00,1.9545388251555291,1.762,1.7036600000000002,0.002180000000000293
1992-08-17 22:00:00+00:00,1.9350975132017847,1.847,1.7081,0.0044399999999997775
1992-08-18 22:00:00+00:00,1.923034918063181,1.838,1.7121800000000003,0.004080000000000306
1992-08-19 22:00:00+00:00,1.8532796219237881,1.845,1.7167000000000001,0.0045199999999998575
1992-08-20 22:00:00+00:00,1.872818799814088,1.854,1.7219400000000002,0.0052400000000001334
1992-08-23 22:00:00+00:00,1.8586640566456876,1.88,1.72884,0.006899999999999684
